ヽ(ー_ー )ノ,disgusted gross ew yuck repulsed dissatisfied unimpressed
┐(‘～`；)┌,indifferent blank deadpan whatever expressionless shrug idk whatever dunno who knows
( ˘ ³˘)♥,love heart in love affection romantic kiss kissing smooch blowing a kiss mwah heart love symbol
( ˘ ³˘)❤,love heart in love affection romantic kiss kissing smooch blowing a kiss mwah heart love symbol
(｡’▽’｡)♡,love heart in love affection romantic heart love symbol
（。ˇ ⊖ˇ）♡,love heart in love affection romantic heart love symbol
(´▽`ʃƪ)♡,love heart in love affection romantic heart love symbol
(∩˃o˂∩)♡,love heart in love affection romantic heart love symbol
(♥ó㉨ò)ﾉ♡,love heart in love affection romantic bear teddy animal creature
（●´∀｀）ノ♡,love heart in love affection romantic heart love symbol
(*°∀°)=3,love heart in love affection romantic heart love symbol
～(^з^)-♡,love heart in love affection romantic kiss kissing smooch blowing a kiss mwah heart love symbol
"(,,#ﾟДﾟ)",angry mad rage furious annoyed
ヽ(#`Д´)ﾉ,angry mad rage furious annoyed
θ＼(；￢_￢),disgusted gross ew yuck repulsed dissatisfied unimpressed
((T.T； ),sad unhappy down gloomy depressed
(； T.T)),sad unhappy down gloomy depressed
ヽ(´□｀。)ﾉ,sad unhappy down gloomy depressed
(ﾟ´Д｀ﾟ)ﾟ,sad unhappy down gloomy depressed
p(´⌒｀｡q),sad unhappy down gloomy depressed
(/□＼*)・゜,sad unhappy down gloomy depressed
(ﾉﾟ0ﾟ)ﾉ~,surprised shocked shock wow startled
(´⊙ω⊙`)！,surprised shocked shock wow startled
(￣(エ)￣)ゞ,confused puzzled lost huh what thinking think pondering hmm wondering
ヽ(゜Q。)ノ？,confused puzzled lost huh what thinking think pondering hmm wondering
( ?´_ゝ｀),confused puzzled lost huh what thinking think pondering hmm wondering
(´−｀) ﾝｰ,confused puzzled lost huh what thinking think pondering hmm wondering
(●´ω｀●)ゞ,confused puzzled lost huh what thinking think pondering hmm wondering
(＃⌒∇⌒＃)ゞ,confused puzzled lost huh what thinking think pondering hmm wondering
( =①ω①=),cute kawaii adorable sweet lovely cat kitty kitten meow animal creature
ヽ(^‥^=ゞ),happy smile glad cheerful joy greeting hello hi wave welcome cat kitty kitten meow animal creature dance dancing groove boogie
(^・ω・^ ),cute kawaii adorable sweet lovely cat kitty kitten meow animal creature
~(=^‥^)ノ,happy smile glad cheerful joy greeting hello hi wave welcome cat kitty kitten meow animal creature
(｀(エ)´)ﾉ,angry mad rage furious annoyed bear teddy animal creature
o(｀ω´*)o,rude middle finger mocking insult flipping off tease teasing joking tongue out playful
(σ-`д･´),rude middle finger mocking insult flipping off tease teasing joking tongue out playful
(ц｀ω´ц*),rude middle finger mocking insult flipping off tease teasing joking tongue out playful
ψ(*｀ー´)ψ,rude middle finger mocking insult flipping off tease teasing joking tongue out playful
“ψ(｀∇´)ψ,rude middle finger mocking insult flipping off laugh laughing lol haha giggle tease teasing joking tongue out playful
ヽ(￣д￣;)ノ,confused puzzled lost huh what panic panicking flustered frantic freaking out
ヽ（゜ロ゜；）ノ,confused puzzled lost huh what panic panicking flustered frantic freaking out
(￣□￣;)!!,confused puzzled lost huh what panic panicking flustered frantic freaking out disappointed let down dejected bummer aww
(＠￣Д￣＠；),confused puzzled lost huh what panic panicking flustered frantic freaking out
(☉ε　⊙ﾉ)ﾉ,
＼(●o○;)ノ,surprised shocked shock wow startled
ヘ（゜◇、゜）ノ,
ヘ(゜Д、゜)ノ,surprised shocked shock wow startled
ヘ(°◇、°)ノ,
ヽ(°▽、°)ﾉ,happy smile glad cheerful joy
(｡☉౪ ⊙｡),
ｏ（Ｕ・ω・）⊃,cute kawaii adorable sweet lovely dog puppy doggo woof animal creature
@(o･ｪ･)@,cute kawaii adorable sweet lovely animal creature pet
@(｡･o･)@,cute kawaii adorable sweet lovely animal creature pet
@(*^ｪ^)@,cute kawaii adorable sweet lovely animal creature pet
(￣(▽▽)￣),cute kawaii adorable sweet lovely pig piggy animal creature
(ノ>ノ),hurt pain ouch injured aching
◎☆（♯××）┘,hurt pain ouch injured aching sparkle shine glitter star
( ்̓˟்̓),cute kawaii adorable sweet lovely bunny rabbit hare animal creature
(o´･_･)っ,happy smile glad cheerful joy celebrate congrats party cheers hooray dance dancing groove boogie
(ﾉ*ﾟｰﾟ)ﾉ,happy smile glad cheerful joy celebrate congrats party cheers hooray dance dancing groove boogie
(*ﾉ´□`)ﾉ,happy smile glad cheerful joy celebrate congrats party cheers hooray dance dancing groove boogie
(ノ´＿ゝ｀）ノ,happy smile glad cheerful joy celebrate congrats party cheers hooray dance dancing groove boogie
〈( ^.^)ノ,happy smile glad cheerful joy celebrate congrats party cheers hooray dance dancing groove boogie
┌(・。・)┘♪,happy smile glad cheerful joy celebrate congrats party cheers hooray music song singing note dance dancing groove boogie
ヽ( °◇°)ノ,happy smile glad cheerful joy celebrate congrats party cheers hooray dance dancing groove boogie
ヾ(-_- )ゞ,happy smile glad cheerful joy celebrate congrats party cheers hooray dance dancing groove boogie
ヾ(･ω･*)ﾉ,happy smile glad cheerful joy celebrate congrats party cheers hooray dance dancing groove boogie
ヾ(*´∇`)ﾉ,happy smile glad cheerful joy celebrate congrats party cheers hooray dance dancing groove boogie
ヽ(°◇° )ノ,happy smile glad cheerful joy celebrate congrats party cheers hooray dance dancing groove boogie
ヽ(ﾟｰﾟ*ヽ),happy smile glad cheerful joy celebrate congrats party cheers hooray dance dancing groove boogie
ƪ(‾.‾“)┐,happy smile glad cheerful joy celebrate congrats party cheers hooray dance dancing groove boogie
～(^з^)-☆,love heart in love affection romantic kiss kissing smooch blowing a kiss mwah heart love symbol sparkle shine
ヾ(❛ε❛“)ʃ,love heart in love affection romantic kiss kissing smooch blowing a kiss mwah heart love symbol
(；-◞౪◟-),happy smile glad cheerful joy laugh laughing lol haha giggle
_(┐「ε:)_,sad unhappy down gloomy depressed
(ᵕ≀ ̠ᵕ ),sleepy sleep drowsy nap zzz
ヾ(￣□￣;)ﾉ,sleepy sleep drowsy nap zzz
Σ(￣。￣ノ)ノ,sleepy sleep drowsy nap zzz
（^[]＾）／♪,happy smile glad cheerful joy music song singing note
(ﾉ´▽｀)ﾉ♪,happy smile glad cheerful joy music song singing note
♪( ´θ｀)ノ,happy smile glad cheerful joy music song singing note
ʕ•̫͡•ʔ♬✧,happy smile glad cheerful joy music song singing note
♪～(´ε｀　),happy smile glad cheerful joy music song singing note
(∩⌣̀_⌣́),confused puzzled lost huh what thinking think pondering hmm wondering
(๑•̆૩•̆),cute kawaii adorable sweet lovely thinking think pondering hmm wondering
(｡･ω･)ﾉﾞ,happy smile glad cheerful joy greeting hello hi wave welcome
(。･д･)ﾉﾞ,happy smile glad cheerful joy greeting hello hi wave welcome
(￣∠ ￣ )ﾉ,happy smile glad cheerful joy greeting hello hi wave welcome
(*^･ｪ･)ﾉ,happy smile glad cheerful joy greeting hello hi wave welcome
(^ Q ^)/,happy smile glad cheerful joy greeting hello hi wave welcome
(ﾉ´∀｀*)ﾉ,happy smile glad cheerful joy greeting hello hi wave welcome
ヾ(･ω･`｡),happy smile glad cheerful joy greeting hello hi wave welcome
ヾ(｡･ω･｡),happy smile glad cheerful joy greeting hello hi wave welcome
ヽ(๏∀๏ )ﾉ,happy smile glad cheerful joy greeting hello hi wave welcome
ヾ(´･ω･｀),happy smile glad cheerful joy greeting hello hi wave welcome
ヽ(ﾟ◇ﾟ )ﾉ,happy smile glad cheerful joy greeting hello hi wave welcome
ヘ(‘◇’、)/,happy smile glad cheerful joy greeting hello hi wave welcome
(^ _ ^)/,happy smile glad cheerful joy greeting hello hi wave welcome
ｍ（＿　＿；；ｍ,hurt pain ouch injured aching sick ill unwell nauseous under the weather
・゜・(ノД`),sad unhappy down gloomy depressed
(/ _ ; ),sad unhappy down gloomy depressed give up defeat surrender lose lost hopeless
(;*´Д`)ﾉ,indifferent blank deadpan whatever expressionless shrug idk whatever dunno who knows give up defeat surrender lose lost hopeless
(ノ#-_-)ノ,disgusted gross ew yuck repulsed dissatisfied unimpressed give up defeat surrender lose lost hopeless
o(-_-;*),indifferent blank deadpan whatever expressionless shrug idk whatever dunno who knows give up defeat surrender lose lost hopeless
y-(~。~；),indifferent blank deadpan whatever expressionless shrug idk whatever dunno who knows give up defeat surrender lose lost hopeless
＿φ(°-°=),writing note study pen taking notes
___ψ(‥ ),writing note study pen taking notes
＿φ(￣ー￣ ),writing note study pen taking notes
φ(・ω・｀ ),writing note study pen taking notes
φ(￣ー￣ )ノ,writing note study pen taking notes
〆(´Ｕ_｀*),writing note study pen taking notes
φ(^ω^*)ﾉ,writing note study pen taking notes
ヽ༼ຈل͜ຈ༽ﾉ,rude middle finger mocking insult flipping off tease teasing joking tongue out playful
༼ ͒ ͓ ͒༽,rude middle finger mocking insult flipping off tease teasing joking tongue out playful
༼ ͒ ̶ ͒༽,rude middle finger mocking insult flipping off tease teasing joking tongue out playful
༼•͟ ͜ •༽,rude middle finger mocking insult flipping off tease teasing joking tongue out playful
૮(ㅍ◞◟ㅍ)ა,rude middle finger mocking insult flipping off tease teasing joking tongue out playful
(｡´ ‿｀♡),happy smile glad cheerful joy heart love symbol
( ́・ω・`),cute kawaii adorable sweet lovely animal creature pet
┌( ಠ_ಠ)┘,disgusted gross ew yuck repulsed dissatisfied unimpressed
┐( ˘_˘)┌,indifferent blank deadpan whatever expressionless shrug idk whatever dunno who knows
ヽ(´Д｀;)ノ,sad unhappy down gloomy depressed
(´・ω・`;),shy blush bashful timid
(´ฅω•ฅ｀),shy blush bashful timid
\( ˆˆ )/,happy smile glad cheerful joy
₍ᐢ. ̫.ᐢ₎,cute kawaii adorable sweet lovely bunny rabbit hare animal creature
( *´︶`*),happy smile glad cheerful joy
ヽ(*´＾｀)ﾉ,happy smile glad cheerful joy
(´・ω・`；),surprised shocked shock wow startled
Σ(･ω･ﾉ)ﾉ,surprised shocked shock wow startled
(っ*･ω･)っ,happy smile glad cheerful joy greeting hello hi wave welcome
d(ゝω・´○),cool confident swag badass slick
Σ(ﾟωﾟﾉ)ﾉ,surprised shocked shock wow startled
(๑╹ω╹๑ ),indifferent blank deadpan whatever expressionless
(－ω－)…✧,indifferent blank deadpan whatever expressionless happy smile
( ･`д･´),surprised shocked shock wow startled
(ू•ω•ू❁),cute kawaii adorable sweet lovely flower bloom blossom
＼(*⌒0⌒)♪,happy smile glad cheerful joy cheer up encourage support you got this fight music song singing note
(つ´・ω・)っ,love heart in love affection romantic hug hugging embrace cuddle
♪～(´ε｀ ),happy smile glad cheerful joy music song singing note
(›´ω`‹ ),
(｀･ω･´)ゞ,
( ´･ω･`),indifferent blank deadpan whatever expressionless
( ´Д｀)=3,dissatisfied unimpressed meh grumpy sulk
ヾ(・д・｀;),surprised shocked shock wow startled
(｀・ω´・)+,happy smile glad cheerful joy greeting hello hi wave welcome
ฅ(･ω･=)ฅ,cute kawaii adorable sweet lovely cat kitty kitten meow animal creature
(o´Д`)=з,dissatisfied unimpressed meh grumpy sulk
(∩ˊ꒳​ˋ∩),happy smile glad cheerful joy greeting hello hi wave welcome
(・-・   ),
（　´∀｀）つ□,happy smile glad cheerful joy
ヾ( 'ω')ノ,
へへ(*´-`),
(´◉◞౪◟◉),smug smirk proud gloating lenny
(ू•ᴗ•ू❁),happy smile glad cheerful joy flower bloom blossom
┌(┌＾o＾)┐,
( ´・∀・｀),indifferent blank deadpan whatever expressionless
(๑˙꒳​˙๑),indifferent blank deadpan whatever expressionless
( *´꒳`*),happy smile glad cheerful joy greeting hello hi wave welcome
(๑ᴖ◡ᴖ๑)♪,happy smile glad cheerful joy greeting hello hi wave welcome music song singing note
＼('ω' )／,happy smile glad cheerful joy greeting hello hi wave welcome
（＊´˘｀＊）♡,love heart in love affection romantic heart love symbol
U(ㅇㅅㅇ❀)U,cute kawaii adorable sweet lovely bunny rabbit hare animal creature
(lll-ω-),sad unhappy down gloomy depressed
(_　_|||),sad unhappy down gloomy depressed
(*´Д｀)=з,sad unhappy down gloomy depressed
(´‐ω‐）=з,sad unhappy down gloomy depressed
(* _ω_)…,sad unhappy down gloomy depressed
o(｀*ω*´),cool confident swag badass slick
( ｰ`дｰ´),cool confident swag badass slick
(+･｀⊇･)b,cool confident swag badass slick
(　･`ω･´),cool confident swag badass slick
(｀･ω･´)+,cool confident swag badass slick
(｀・ω・´)b,cool confident swag badass slick
｀(^▼^)´↑,rude middle finger mocking insult flipping off tease teasing joking tongue out playful
Ψ(｀∀´#)ﾉ,rude middle finger mocking insult flipping off tease teasing joking tongue out playful
ヽ(´Д`;)ﾉ,sad unhappy down gloomy depressed
(o;＿ω＿)o,hurt pain ouch injured aching
(ง `ω´)۶,cute kawaii adorable sweet lovely
ԅ( ˘ω˘ԅ),cute kawaii adorable sweet lovely
(๑•́ω•̀),cute kawaii adorable sweet lovely
꒰✩’ω`ૢ✩꒱,cute kawaii adorable sweet lovely
(˶◕‿◕˶✿),excited hype thrilled pumped yay sparkle shine glitter star flower bloom
(◕◞౪◟◕✿),excited hype thrilled pumped yay sparkle shine glitter star flower bloom
(⑅∫°ਊ°)∫,
(́◉◞౪◟◉),smug smirk proud gloating lenny
ʅ（ ‾⊖◝）ʃ,
(｡☉౪ ⊙｡),
✌(◔౪◔ )✌,proud triumph victory accomplished
Σ(｀L_｀ ),sad unhappy down gloomy depressed
(´-ι_-｀),sad unhappy down gloomy depressed
@=(--@v),angry mad rage furious annoyed weapon sword gun fight
o(･Θ･)○☆,angry mad rage furious annoyed weapon sword gun fight sparkle shine
o(￣ｰ￣)○☆,angry mad rage furious annoyed weapon sword gun fight sparkle shine
o(￣ ◇￣)○,angry mad rage furious annoyed weapon sword gun fight
ლ(･ω･*ლ),love heart in love affection romantic hug hugging embrace cuddle
(=￣▽￣=)Ｖ,cool confident swag badass slick
v(´∀｀*v),cool confident swag badass slick
(○ﾟε＾○)v,cool confident swag badass slick
v(｡･ω･｡),cool confident swag badass slick
Σo(TξT)o,
d(´･ω･`),cool confident swag badass slick
(*´ω｀*)ノ,cool confident swag badass slick
(★´ω｀★)ゞ,cool confident swag badass slick sparkle shine glitter star
(●´･∀･)b,cool confident swag badass slick
d(*ﾟーﾟ*),cool confident swag badass slick
☆(･ω･*)ゞ,cool confident swag badass slick sparkle shine glitter star
(●⌒∇⌒●)b,cool confident swag badass slick
_(:3｣∠)_,
(:3 _ )=,
ᕕ(ಥʖ̯ಥ)ᕗ,excited hype thrilled pumped yay
ᕕ( ಠ‿ಠ)ᕗ,excited hype thrilled pumped yay
ᕕ༼✪ل͜✪༽ᕗ,excited hype thrilled pumped yay
┌( ಠ‿ಠ)┘,excited hype thrilled pumped yay
ᕕ( ◎_◎)ᕗ,excited hype thrilled pumped yay
┌( ಠ_ಠ)┘,excited hype thrilled pumped yay
ᕕ༼ຈل͜ຈ༽ᕗ,excited hype thrilled pumped yay
ᕕ(◉Д◉ )ᕗ,excited hype thrilled pumped yay
ᕕ( ◔3◔)ᕗ,excited hype thrilled pumped yay
(llФｗФ｀),
((ﾟДﾟ；)),surprised shocked shock wow startled
ΣΣ(ﾟДﾟ;),surprised shocked shock wow startled
Σ(`･ω･Ⅲ),surprised shocked shock wow startled
∑(ΦдΦlll,surprised shocked shock wow startled
ヘ(´－｀;)ヘ,indifferent blank deadpan whatever expressionless shrug idk whatever dunno who knows
┐( -“-)┌,indifferent blank deadpan whatever expressionless shrug idk whatever dunno who knows
ʅ（´◔౪◔）ʃ,indifferent blank deadpan whatever expressionless shrug idk whatever dunno who knows
ლ(•ω •ლ),indifferent blank deadpan whatever expressionless shrug idk whatever dunno who knows
ヽ(゜～゜o)ノ,indifferent blank deadpan whatever expressionless shrug idk whatever dunno who knows
┐(~ー~;)┌,indifferent blank deadpan whatever expressionless shrug idk whatever dunno who knows
┐(-。ー;)┌,indifferent blank deadpan whatever expressionless shrug idk whatever dunno who knows
☆=(ゝω･)/,excited hype thrilled pumped yay sparkle shine glitter star
(つ >ω●)つ,
(σ*'3`)σ,pointing point this look at that's me
( ◑ω◑☞)☞,pointing point this look at that's me
(σ`・∀・)σ,happy smile glad cheerful joy pointing point this look at that's me
(ｏ'ｖ｀ｂ)ｂ,cool confident swag badass slick
╭( ･ㅂ･)و,cool confident swag badass slick
(￣`Д´￣)9,happy smile glad cheerful joy cheer up encourage support you got this fight
(`･ω･´)9,happy smile glad cheerful joy cheer up encourage support you got this fight
(9｀･ω･)9,happy smile glad cheerful joy cheer up encourage support you got this fight
(`•ω•´๑),happy smile glad cheerful joy cheer up encourage support you got this fight
(｡o´д｀)o,happy smile glad cheerful joy cheer up encourage support you got this fight
（。－<>ー。）,
(　´З｀)＝３,
（～Д～）＊＊＊,surprised shocked shock wow startled
σ(　'　┰￣),pointing point this look at that's me
( ◉◞౪◟◉),smug smirk proud gloating lenny
༼▃ Ĺ̯ ▃༽,
(༎ຶꈊ༎ຶ╬),
(☄ฺ♛ฺ3♛ฺ,
(u‿ฺu✿ฺ),happy smile glad cheerful joy flower bloom blossom
ヽ(✿ﾟ▽ﾟ)ノ,indifferent blank deadpan whatever expressionless happy smile shrug idk whatever dunno who knows flower bloom blossom
φ(≧ω≦*)♪,happy smile glad cheerful joy music song singing note
(´▽`ʃ♡ƪ),love heart in love affection romantic happy smile heart love symbol
_〆(´Д｀ ),crying cry tears sob weeping surprised shocked
(ﾉ*･ω･)ﾉ,
（。・＿・。）ﾉ,happy smile glad cheerful joy greeting hello hi wave welcome
o(￣┰￣*)ゞ,
ヾ(≧∇≦*)ゝ,happy smile glad cheerful joy
(｡･∀･)ﾉﾞ,happy smile glad cheerful joy
(*￣(エ)￣),
( ఠൠఠ )ﾉ,
◕ฺ‿◕ฺ✿ฺ),happy smile glad cheerful joy flower bloom blossom
(* /ω＼*),
~(～￣▽￣)～,happy smile glad cheerful joy
（〃｀ 3′〃）,
(○´･д･)ﾉ,surprised shocked shock wow startled
wow~ ⊙o⊙,
○|￣|_ =3,
┌|*´∀｀|┘,happy smile glad cheerful joy
o(*￣3￣)o,
（○｀ 3′○）,
(～o￣3￣)～,
ヾ(´∀`o)+,happy smile glad cheerful joy
(っ*´Д`)っ,surprised shocked shock wow startled
_( ﾟДﾟ)ﾉ,surprised shocked shock wow startled
( ´_ゝ`)✎,
(ง •_•)ง,
～(　TロT)σ,pointing point this look at that's me
( σ'ω')σ,pointing point this look at that's me
o(￣ヘ￣o＃),angry mad rage furious annoyed
(o゜▽゜)o☆,surprised shocked shock wow startled happy smile sparkle shine glitter star
…（⊙＿⊙；）…,
<+ ))><<,fish sea creature animal creature
(lll￢ω￢),drooling drool hungry want craving
（＊￣（エ）￣）,
~(￣▽￣)~*,happy smile glad cheerful joy
(｡･ω･｡)ﾉ,
(|||ˇヮˇ),
(|||ﾟдﾟ),surprised shocked shock wow startled
m9( `д´),surprised shocked shock wow startled
(|||^ヮ^),
⊂( ﾟωﾟ)つ,
(|||ﾟДﾟ),surprised shocked shock wow startled
ᕕ( ﾟ∀。)ᕗ,happy smile glad cheerful joy
→)╥﹏╥=)>,crying cry tears sob weeping
<(=￣ˇ￣)/,
o(￣ε￣=)>,
<(=＠＾０＾),
<(=;′⌒`),
"o(-""-=)>",
<(=^_^)y,happy smile glad cheerful joy
<(=-@y@),
">ω<=)>o""",
(°ー°〃=)>,
<(=＃_＃)ψ,angry mad rage furious annoyed
<(=ﾟ∀ﾟ)σ,happy smile glad cheerful joy pointing point this look at that's me
l(｡-ω-)l,
(#｀-_ゝ-),
(．_．〃）ゝ…,
_(:з」∠)_,
(￣_￣|||),
(￣▽￣|||),happy smile glad cheerful joy
(　‘◟ ‘)✧,sparkle shine glitter star
>//////<,
"╮(￣▽￣"")╭",indifferent blank deadpan whatever expressionless happy smile shrug idk whatever dunno who knows
(๑′°︿°๑),
(｡•ㅅ•｡)♡,love heart in love affection romantic heart love symbol
(┳＿┳)...,
(′┏▽┓`●),happy smile glad cheerful joy
( ノ・ω・)ノ,
ᕕ( 'ω')ᕗ,
hoho ^O^,
m(~-~m)～,excited hype thrilled pumped yay
((((゜゜;),shy blush bashful timid
～(m~-~)m,excited hype thrilled pumped yay
(ё。-)・・☆,cute kawaii adorable sweet lovely wink winking playful flirty sparkle shine glitter star
～(m~o~)m,surprised shocked shock wow startled
m(~o~m)～,surprised shocked shock wow startled
（・＿・；）エー,surprised shocked shock wow startled
！(￣∇￣ ；),surprised shocked shock wow startled
o(^◇^;)o,surprised shocked shock wow startled
(∂_∂)　エー,surprised shocked shock wow startled
(￣△￣) ！！,surprised shocked shock wow startled
>｀´】【｀´<,
＼(◎ｏ◎）／！,surprised shocked shock wow startled
(＿□＿;)！！,surprised shocked shock wow startled
！Σ（・□・　）,surprised shocked shock wow startled
！Σ（￣□￣;）,surprised shocked shock wow startled
（＿□＿：）！！,
゜~>゜))><,fish sea creature animal creature
<*)) >=<,fish sea creature animal creature
<・)))><<,fish sea creature animal creature
r(-◎_◎-),
r(-●_●-),
"～☆・:.,;*",sparkle shine glitter star
━●●● ＞＾）,happy smile glad cheerful joy food eating snack hungry
(^^*) エー,shy blush bashful timid
（=＾．．＾=）,cute kawaii adorable sweet lovely animal creature pet
┗(=^^=)┛,cute kawaii adorable sweet lovely animal creature pet
＞°）m～～～∈,cute kawaii adorable sweet lovely animal creature pet
～>゜）～～～～,cute kawaii adorable sweet lovely animal creature pet
（￣（｜｜）￣）,cute kawaii adorable sweet lovely animal creature pet
＜（・|・）＞ノ,animal creature pet
└(T_T;)┘,sad unhappy down gloomy depressed
(?~ヘ~?)？,confused puzzled lost huh what thinking think pondering hmm wondering
（￣～￣；）？？,confused puzzled lost huh what thinking think pondering hmm wondering
～(m~ー~)m,happy smile glad cheerful joy laugh laughing lol haha giggle
m(~ー~m)～,happy smile glad cheerful joy
(￣д￣)　エー,disgusted gross ew yuck repulsed dissatisfied unimpressed
♪～(￣ε￣；),shy blush bashful timid music song singing note
σ（￣ー￣;;),pointing point this look at that's me
（;;￣ー￣)σ,pointing point this look at that's me
σ(o^_^o),happy smile glad cheerful joy pointing point this look at that's me
(o^_^o)σ,happy smile glad cheerful joy pointing point this look at that's me
σ（●＾o＾●）,pointing point this look at that's me
（●＾o＾●）σ,pointing point this look at that's me
( ^)o(^),happy smile glad cheerful joy
(o^∇^o)ノ,happy smile glad cheerful joy
ヽ(￣▼￣*)ノ,happy smile glad cheerful joy
ヽ(*^^*)ノ,happy smile glad cheerful joy
（●＾o＾●）ｖ,happy smile glad cheerful joy
♪ヽ(´▽｀)/,happy smile glad cheerful joy music song singing note
（=＾0＾=）ｖ,happy smile glad cheerful joy
＼(*^^*)／,happy smile glad cheerful joy
(^ё^) ♪♪,happy smile glad cheerful joy music song singing note
v（=∩_∩=）,happy smile glad cheerful joy
(￣￣ー￣￣)V,happy smile glad cheerful joy
ヾ(´ー｀ )ノ,happy smile glad cheerful joy
(￣(エ)￣)ｖ,proud triumph victory accomplished bear teddy animal creature
(=^0^=)／,happy smile glad cheerful joy greeting hello hi wave welcome
(;_;)/~~,happy smile glad cheerful joy greeting hello hi wave welcome
゛(｀ヘ´#)？,angry mad rage furious annoyed
(￣ω￣;)!!,surprised shocked shock wow startled
（＿□＿：）!!,
|||-_|||,
へ（×_×；）へ,sleepy sleep drowsy nap zzz tired exhausted worn out fatigue done
(^。^;) ?,
(-_-)zzz,sleepy sleep drowsy nap zzz
(-_-) !!,happy smile glad cheerful joy
(^^_.。o○,sleepy sleep drowsy nap zzz
ヽ( ´ー`)ノ,sleepy sleep drowsy nap zzz
（￣□￣；）！！,shy blush bashful timid disappointed let down dejected bummer aww
<m(__)m>,happy smile glad cheerful joy greeting hello hi wave welcome
(^^)/~~~,happy smile glad cheerful joy greeting hello hi wave welcome goodbye bye farewell see you
( ^_^)_∀,writing note study pen taking notes
(;´▽｀A``,shy blush bashful timid
~(-゛-；)~,shy blush bashful timid
┐('～`；)┌,shy blush bashful timid shrug idk whatever dunno who knows
・・・（－－；）,shy blush bashful timid
ヽ(б。б？)ノ,doubt suspicious skeptical hmm side eye
ヽ( 〇ヘ＊)ノ,doubt suspicious skeptical hmm side eye
v(=∩_∩=),happy smile glad cheerful joy
o(*>_<)ノ,hurt pain ouch injured aching
(-。-;)y-,
～(m￣-￣)m,shy blush bashful timid
ヘ(゜ο°;)ノ,
(゜゜)(｡｡),happy smile glad cheerful joy greeting hello hi wave welcome
(--)(__),happy smile glad cheerful joy greeting hello hi wave welcome
(~｡~;)~?,surprised shocked shock wow startled
(▼-▼*)エヘ,surprised shocked shock wow startled
('-'*)エヘ,happy smile glad cheerful joy
(*^▽^*)ェ,happy smile glad cheerful joy
(*・ω・)σσ,pointing point this look at that's me
┬┴┬┴┤ω・),
┬┴┬┴┤wΦ),
(*ΦwΦ)σσ,pointing point this look at that's me
(*・Ω・)σσ,pointing point this look at that's me
┬┴┬┴┤Ω・),
(*￣w￣)σσ,pointing point this look at that's me
┬┴┬┴┤w￣),
ρ(・＠＠・*),
||(・＠＠||,
(*・_・)σσ,pointing point this look at that's me
┬┴┬┴┤_・),
┬┴┬┴┤Θ・),
(*・Θ・)σσ,pointing point this look at that's me
┬┴┬┴┤_⌒),
(*⌒_⌒)σσ,pointing point this look at that's me
┬┴┬┴┤◇’>,
<*’◇’>σσ,
┬┴┬┴┤\0),
(*0\0)σσ,pointing point this look at that's me
||∈(・●||,
┬┴┬┴┤_≦),
(*≧_≦)σσ,pointing point this look at that's me
┬┴┬┴┤_'),
(*'_')σσ,pointing point this look at that's me
(*・∀・)σσ,happy smile glad cheerful joy pointing point this look at that's me
┬┴┬┴┤∀・),happy smile glad cheerful joy
┃┃ ェ ・=),
┃┃ ェ ー=),
┬┴┬┴┤_∩),
(*∩_∩)σσ,pointing point this look at that's me
┬┴┬┴┤_￣),
(*￣_￣)σσ,disgusted gross ew yuck repulsed dissatisfied unimpressed
┬┴┬┴┤ё・),
(*・ё・)σσ,pointing point this look at that's me
┬┴┬┴┤_ё),
(*ё_ё)σσ,pointing point this look at that's me
(*・.・)σσ,pointing point this look at that's me
┬┴┬┴┤.・),
┬┴┬┴┤ェΘ),
(*ΘェΘ)σσ,pointing point this look at that's me
(*・⊇・)σσ,pointing point this look at that's me
┬┴┬┴┤⊇・),
┬┴┬┴┤_・|,
|*・_・|σσ,
┬┴┬┴┤▽・】,happy smile glad cheerful joy
【*・▽・】σσ,happy smile glad cheerful joy
┃┃⊥ー〃))⊃,
┃┃⊥'〃))⊃,
┃┃(ェ)ー)⊃,
┃┃(ェ)・)⊃,
(*・!・)σσ,pointing point this look at that's me
┬┴┬┴┤!・),
┬┴┬┴┤_▼),
(*▼_▼)σσ,pointing point this look at that's me
(*・ж・)σσ,pointing point this look at that's me
┬┴┬┴┤ж・),
(*・〓・)σσ,pointing point this look at that's me
┬┴┬┴┤〓・),
┬┴┬┴┤|o),
(*o|o)σσ,pointing point this look at that's me
||／(・ω||,
(*・ρ・)σσ,drooling drool hungry want craving pointing point this look at that's me
┬┴┬┴┤ρ・),
w(･Θ･;)w,
(;~ ･~)>,sad unhappy down gloomy depressed
(￣∇￣； ！！,happy smile glad cheerful joy
(－◇ー;)!!,
！Σ(￣□￣;),
！Σ(◎o◎;),
！Σ(◯o◎;),
＼(◎o◎)／！,surprised shocked shock wow startled
m(~ー~m)~,
～(m~-~;A,
m(~ｰ~m)~,
(*Θ_Θ*)/,
(。・_・。)ノ,happy smile glad cheerful joy greeting hello hi wave welcome
へへ　（^^；；,happy smile glad cheerful joy
(^^ 》...,happy smile glad cheerful joy
（O゜_ヽ゜O）,
へへ　（＾＾；；,happy smile glad cheerful joy
(。･_･｡)ﾉ,
_( ^ロ^)〕,
(＾・。。・＾),
_ρ(^^ )ノ,drooling drool hungry want craving happy smile
p(g`´))),
e(^^)g～Θ,happy smile glad cheerful joy
