ノ(´д｀),happy smile glad cheerful joy greeting hello hi wave welcome
ᯓ★,cute kawaii adorable sweet lovely sparkle shine glitter star
(´∀｀),happy smile glad cheerful joy
(*¯︶¯*),happy smile glad cheerful joy
(◕ᴗ◕✿),cute kawaii adorable sweet lovely flower bloom blossom
(๑♡⌓♡๑),love heart in love affection romantic heart love symbol
(^人^),happy smile glad cheerful joy thanks thank you grateful appreciate cat kitty kitten meow animal creature
ʕ•ᴥ•ʔノ♡,love heart in love affection romantic bear teddy animal creature
<(￣︶￣)>,cute kawaii adorable sweet lovely animal creature pet
ヽ(*⌒▽⌒*)ﾉ,excited hype thrilled pumped yay sparkle shine glitter star
(〃∀〃)ゞ,shy blush bashful timid
(≖､≖╬),angry mad rage furious annoyed
♪(´▽｀),happy smile glad cheerful joy celebrate congrats party cheers hooray music song singing note
┻━┻ ︵ ¯\\_(ツ)_/¯ ︵ ┻━┻,angry mad rage furious annoyed table flip flip table rage quit throw table
乁(ᐛ)ㄏ,indifferent blank deadpan whatever expressionless shrug idk whatever dunno who knows
๑︿๑,cute kawaii adorable sweet lovely sparkle shine glitter star
(°ロ°),surprised shocked shock wow startled
(◕‿◕),happy smile glad cheerful joy
▼・ᴥ・▼,cute kawaii adorable sweet lovely dog puppy doggo woof animal creature
(\(\ (•ᴗ•),cute kawaii adorable sweet lovely bunny rabbit hare animal creature
(∩◕ ᴥ ◕∩),cute kawaii adorable sweet lovely pig piggy animal creature
(・8・),cute kawaii adorable sweet lovely bird chick birdie animal creature
＜コ：彡,fish sea creature animal creature
(っ◕‿◕)っ,love heart in love affection romantic hug hugging embrace cuddle
m(_ _)m,sad unhappy down gloomy depressed apology sorry apologize my bad
|ω･),shy blush bashful timid
ε=ε=ε=┌(;*´Д`)ﾉ,excited hype thrilled pumped yay
✎﹏,writing note study pen taking notes
(｡◕‿◕｡),happy smile glad cheerful joy
∪・ω・∪,cute kawaii adorable sweet lovely dog puppy doggo woof animal creature
（\(\ (>'.'<),cute kawaii adorable sweet lovely bunny rabbit hare animal creature
(ᵕ・ｪ・ᵕ),cute kawaii adorable sweet lovely pig piggy animal creature
(◉Θ◉),cute kawaii adorable sweet lovely bird chick birdie animal creature
<º))))><,fish sea creature animal creature
⊂(◉‿◉)つ,love heart in love affection romantic hug hugging embrace cuddle
(_ _|||),sad unhappy down gloomy depressed apology sorry apologize my bad
|д･),shy blush bashful timid
ε=┌( ・д・)┘,excited hype thrilled pumped yay
φ(．．),writing note study pen taking notes
(||ω||),scared afraid fear terrified nervous shy blush
φ(×_×;),tired exhausted worn out fatigue done writing note study pen taking notes
(_ _)⌒▱,sad unhappy down gloomy depressed apology sorry apologize my bad give up defeat
(っ◡‿◡)っ人(◡‿◡c),happy smile glad cheerful joy hug hugging embrace cuddle
≡≡(・_・)≡≡,tired exhausted worn out fatigue done
(・ω・)ﾉ⌒∪・ω・∪,happy smile glad cheerful joy dog puppy doggo woof
ʕ•ᴥ•ʔ,
U･ᴥ･U,cute kawaii adorable sweet lovely dog puppy doggo woof animal creature
(\(\ ( -.-),sleepy sleep drowsy nap zzz bunny rabbit hare animal creature
( ๑❛ ᴥ ❛๑ ),cute kawaii adorable sweet lovely pig piggy animal creature
(・θ・),cute kawaii adorable sweet lovely bird chick birdie animal creature
∈(・ω・)∋,cute kawaii adorable sweet lovely fish sea creature animal creature
(つ≧▽≦)つ,love heart in love affection romantic hug hugging embrace cuddle
(シ_ _)シ,sad unhappy down gloomy depressed apology sorry apologize my bad
|ω･)ﾉ,shy blush bashful timid
ε=ε=ε=(~ ￣▽￣)~,excited hype thrilled pumped yay
( ..)φ,writing note study pen taking notes
(ᵔᴥᵔ),
∪▼ᴥ▼∪,cute kawaii adorable sweet lovely dog puppy doggo woof animal creature
૮ ・ﻌ・ა,cute kawaii adorable sweet lovely bunny rabbit hare animal creature
(・ᴥ・),cute kawaii adorable sweet lovely pig piggy animal creature
(◔ө◔),cute kawaii adorable sweet lovely bird chick birdie animal creature
⊂((・▽・))⊃,love heart in love affection romantic hug hugging embrace cuddle
orz,sad unhappy down gloomy depressed apology sorry apologize my bad
|ｏ･ω･),shy blush bashful timid
ε=ε=┏( >_<)┛,excited hype thrilled pumped yay
φ(゜▽゜*)♪,writing note study pen taking notes music song
<コ:彡,fish sea creature animal creature
(✿◠‿◠),happy smile glad cheerful joy flower bloom blossom
▽・ω・▽,cute kawaii adorable sweet lovely dog puppy doggo woof animal creature
(•ㅅ•),cute kawaii adorable sweet lovely bunny rabbit hare animal creature
(=ﾟ ᴥ ﾟ=),cute kawaii adorable sweet lovely pig piggy animal creature
(◕‸ ◕✿),cute kawaii adorable sweet lovely bird chick birdie animal creature
ミ๏ｖ๏彡,fish sea creature animal creature
(づ￣ ³￣)づ,love heart in love affection romantic hug hugging embrace cuddle
OTL,sad unhappy down gloomy depressed apology sorry apologize my bad
|ω`),shy blush bashful timid
✍(◔◡◔),writing note study pen taking notes
ε＝ε＝ε＝┌(;*´Д`)ﾉ,excited hype thrilled pumped yay
(づ｡◕‿‿◕｡)づ,happy smile glad cheerful joy
∪＾ェ＾∪,cute kawaii adorable sweet lovely dog puppy doggo woof animal creature
(=‘ｘ‘=),cute kawaii adorable sweet lovely bunny rabbit hare animal creature
( ´ ᴥ ` ),cute kawaii adorable sweet lovely pig piggy animal creature
ˏ₍•ɞ•₎ˎ,cute kawaii adorable sweet lovely bird chick birdie animal creature
><((((º>,fish sea creature animal creature
(づ｡◕‿◕｡)づ,love heart in love affection romantic hug hugging embrace cuddle
(_□_:),sad unhappy down gloomy depressed apology sorry apologize my bad
|_・),shy blush bashful timid
ᕕ( ᐛ )ᕗ,excited hype thrilled pumped yay
φ(*￣0￣),writing note study pen taking notes
¯\_(ツ)_/¯,indifferent blank deadpan whatever expressionless shrug idk whatever dunno who knows
໒(●ᴥ●)ʋ,cute kawaii adorable sweet lovely dog puppy doggo woof animal creature
(\(\ (｡•ᴗ•｡),happy smile glad cheerful joy bunny rabbit hare animal creature
૮ ˶ᵔ ᴥ ᵔ˶ ა,cute kawaii adorable sweet lovely pig piggy animal creature
(・8・)ﾉ,cute kawaii adorable sweet lovely greeting hello hi wave welcome bird chick birdie animal creature
∋(°O°)∈,surprised shocked shock wow startled fish sea creature animal creature
♡＼( ˆ o ˆ )／♡,love heart in love affection romantic hug hugging embrace cuddle heart love symbol
m(。＿。)m,sad unhappy down gloomy depressed apology sorry apologize my bad
┬┴┬┴┤(･_├┬┴┬┴,shy blush bashful timid
ᕕ( ᐖ )ᕗ,excited hype thrilled pumped yay
✎ᝰ,writing note study pen taking notes
φ(・ω・｀)…⌇,indifferent blank deadpan whatever expressionless writing note study pen taking notes
|ω・)…ﾉ,shy blush bashful timid refuse no reject nope decline
(_ _)⌒▱ﾉ,sad unhappy down gloomy depressed apology sorry apologize my bad give up defeat
(╯°□°)╯︵ ┻━┻,angry mad rage furious annoyed table flip flip table rage quit throw table
∪･ｪ･∪,cute kawaii adorable sweet lovely dog puppy doggo woof animal creature
৻( •̀ ᗜ •́ ৻),excited hype thrilled pumped yay bunny rabbit hare animal creature
(๑˃ᴥ˂๑),cute kawaii adorable sweet lovely pig piggy animal creature
₍₍ (◔ө◔) ⁾⁾,cute kawaii adorable sweet lovely bird chick birdie animal creature
＞゜)))彡,fish sea creature animal creature
(づ｡◕‿‿◕｡)づ,love heart in love affection romantic hug hugging embrace cuddle kiss kissing smooch blowing a kiss mwah
(・_・;),sad unhappy down gloomy depressed apology sorry apologize my bad
|▼皿▼),shy blush bashful timid
ε=/o/,excited hype thrilled pumped yay
〆(・∀・＠),writing note study pen taking notes
┬─┬ノ( º _ ºノ),
(*ᴥ*),cute kawaii adorable sweet lovely dog puppy doggo woof animal creature
(\_/),cute kawaii adorable sweet lovely bunny rabbit hare animal creature
(*ﾟｪﾟ*),cute kawaii adorable sweet lovely pig piggy animal creature
(´ㅇωㅇ`),cute kawaii adorable sweet lovely bird chick birdie animal creature
(°(°〇°)°),surprised shocked shock wow startled fish sea creature animal creature
(っ˘̩╭╮˘̩)っ,love heart in love affection romantic hug hugging embrace cuddle
(＞人＜;),sad unhappy down gloomy depressed apology sorry apologize my bad
|ω・`)ノ,shy blush bashful timid
ε=ε=ε=ヾ(*‘ω‘)ﾉ,excited hype thrilled pumped yay
(´･ω･`)φ,writing note study pen taking notes
(>‿◠)✌,happy smile glad cheerful joy proud triumph
ヽ(๑◕ᗜ◕)ﾉ,happy smile glad cheerful joy dog puppy doggo woof animal creature
( •ᴥ• ),cute kawaii adorable sweet lovely bunny rabbit hare animal creature
( ﾟ ᴥ ﾟ ),cute kawaii adorable sweet lovely pig piggy animal creature
ᕕ(◉Θ◉)ᕗ,excited hype thrilled pumped yay bird chick birdie animal creature
〜〜〜(◕‿◕)〜〜〜,happy smile glad cheerful joy fish sea creature animal creature
⊂(´• ω •`)つ,love heart in love affection romantic hug hugging embrace cuddle
_(:3」∠)_,sad unhappy down gloomy depressed apology sorry apologize my bad
|・ω・｀),shy blush bashful timid
ヽ(•‿•)ノ,excited hype thrilled pumped yay
φ(・ω・´),writing note study pen taking notes
(◔_◔),
▼(´ᴥ`)▼,happy smile glad cheerful joy dog puppy doggo woof animal creature
૮ ˶ᵔ ᵕ ᵔ˶ ა,cute kawaii adorable sweet lovely bunny rabbit hare animal creature
(｡• ᴥ •｡),cute kawaii adorable sweet lovely pig piggy animal creature
( ˘ω˘ )♪,cute kawaii adorable sweet lovely bird chick birdie animal creature music song
<＞＜,fish sea creature animal creature
(つ✧ω✧)つ,love heart in love affection romantic hug hugging embrace cuddle sparkle shine glitter star
(*_ _)人,sad unhappy down gloomy depressed apology sorry apologize my bad
|ω･)و,shy blush bashful timid
ε=┏( >_<)┛,excited hype thrilled pumped yay
✍( ˘ ³˘),writing note study pen taking notes
(╥﹏╥),crying cry tears sob weeping
∪◟ ˘ ᵕ ˘ ◞∪,sleepy sleep drowsy nap zzz dog puppy doggo woof animal creature
(\(\ (｡･ω･｡),cute kawaii adorable sweet lovely bunny rabbit hare animal creature
(⁀ᴗ⁀),cute kawaii adorable sweet lovely pig piggy animal creature
(°ㅂ°),cute kawaii adorable sweet lovely bird chick birdie animal creature
≧✧≦,excited hype thrilled pumped yay fish sea creature animal creature
⊂(・﹏・⊂),love heart in love affection romantic hug hugging embrace cuddle
m(>_<)m,sad unhappy down gloomy depressed apology sorry apologize my bad
|ω^),shy blush bashful timid
ε=ε=┌(;￣▽￣)┘,excited hype thrilled pumped yay
( ￣▽￣)φ,writing note study pen taking notes
φ(-ω-;)…,tired exhausted worn out fatigue done writing note study pen taking notes
|ω・)ﾉ…▁▁▁,shy blush bashful timid
ヽ(•‿•)ノ,indifferent blank deadpan whatever expressionless happy smile shrug idk whatever dunno who knows
ʕ ᵔᴥᵔ ʔ,cute kawaii adorable sweet lovely dog puppy doggo woof animal creature
／(=•ㅅ•=)＼,cute kawaii adorable sweet lovely bunny rabbit hare animal creature
ʕ ๑ᴥ๑ ʔ,cute kawaii adorable sweet lovely pig piggy animal creature
ㄏ(・8・)ㄏ,cute kawaii adorable sweet lovely bird chick birdie animal creature
∈(ﾟДﾟ)∋,surprised shocked shock wow startled fish sea creature animal creature
(っ▀¯▀)つ,love heart in love affection romantic hug hugging embrace cuddle
(￣ー￣;),sad unhappy down gloomy depressed apology sorry apologize my bad
ᕕ(╯°□°)ᕗ,excited hype thrilled pumped yay
φ(๑˃∀˂๑)♪,writing note study pen taking notes music song
|ω・)ﾉ,shy blush bashful timid
(¬‿¬),happy smile glad cheerful joy
U・ﻌ・U,cute kawaii adorable sweet lovely dog puppy doggo woof animal creature
(\(\ (>_<),hurt pain ouch injured aching bunny rabbit hare animal creature
( ๑ᵒ ᴥ ᵒ๑ ),cute kawaii adorable sweet lovely pig piggy animal creature
(๑•ө•๑),cute kawaii adorable sweet lovely bird chick birdie animal creature
＜＞＜＞,fish sea creature animal creature
⊂(◜ᴥ◝)つ,love heart in love affection romantic hug hugging embrace cuddle
ごめんm(_ _)m,sad unhappy down gloomy depressed apology sorry apologize my bad
┬┴┬┴┤･ω･)ﾉ,shy blush bashful timid
三 ( ε:),excited hype thrilled pumped yay
✎ᝰ.ᐟ,writing note study pen taking notes
ʕ ◕ᴥ◕ ʔ,
૮ ・ᴥ・ ა,cute kawaii adorable sweet lovely dog puppy doggo woof animal creature
ᕙ(•ㅅ•)ᕗ,excited hype thrilled pumped yay bunny rabbit hare animal creature
(๑ ᵔ ᴥ ᵔ ๑),cute kawaii adorable sweet lovely pig piggy animal creature
〜(￣▽￣〜),indifferent blank deadpan whatever expressionless bird chick birdie animal creature
✿◕ ‿ ◕✿彡,cute kawaii adorable sweet lovely fish sea creature animal creature
(づ●─●)づ,love heart in love affection romantic hug hugging embrace cuddle
(；一_一),sad unhappy down gloomy depressed apology sorry apologize my bad
|д꒪ͧ),shy blush bashful timid
ε=(｡ŏ_ŏ),excited hype thrilled pumped yay
〆(ﾟ▽ﾟ*),writing note study pen taking notes
(˵ ͡° ͜ʖ ͡°˵),
(❍ᴥ❍ʋ),cute kawaii adorable sweet lovely dog puppy doggo woof animal creature
(\(\ (❀ᴗ❀),happy smile glad cheerful joy bunny rabbit hare animal creature
( ᐢ ᵕ ᐢ ),cute kawaii adorable sweet lovely bird chick birdie animal creature
⊂( ˊᵕˋ )⊃,love heart in love affection romantic hug hugging embrace cuddle
o(_ _)o,sad unhappy down gloomy depressed apology sorry apologize my bad
|・ω・)ノ,shy blush bashful timid
ε=ε=ε=ε=┌(๑ʘ∀ʘ)┘,excited hype thrilled pumped yay
φ(°ρ°*),writing note study pen taking notes
(＾▽＾),happy smile glad cheerful joy laugh laughing lol haha giggle
∪｡∪｡)ノ,happy smile glad cheerful joy greeting hello hi wave welcome dog puppy doggo woof animal creature
( ╹ ﻌ ╹ ),cute kawaii adorable sweet lovely bunny rabbit hare animal creature
(・ө・)ﾉ,cute kawaii adorable sweet lovely greeting hello hi wave welcome bird chick birdie animal creature
(つ˃̶͈̀ ᴗ ˂̶͈́)つ,love heart in love affection romantic hug hugging embrace cuddle
(´･_･`),sad unhappy down gloomy depressed thinking think pondering hmm wondering apology sorry apologize my bad
|ᐕ)੭,shy blush bashful timid
ε=ε=┌( ˘ω˘ )┘,excited hype thrilled pumped yay
( ˘⌂˘)✎,writing note study pen taking notes
φ(・ω・)…φ(×_×)…φ(_ _),tired exhausted worn out fatigue done writing note study pen taking notes
(；一_一),disgusted gross ew yuck repulsed dissatisfied unimpressed
▽・ᴥ・▽,cute kawaii adorable sweet lovely dog puppy doggo woof animal creature
(\(\ (´･ω･`),sad unhappy down gloomy depressed bunny rabbit hare animal creature
₍ᐢ•ﻌ•ᐢ₎,cute kawaii adorable sweet lovely bird chick birdie animal creature
⊂(♡⌂♡)⊃,love heart in love affection romantic hug hugging embrace cuddle heart love symbol
m(．．)m,sad unhappy down gloomy depressed apology sorry apologize my bad
|ε･`),shy blush bashful timid
ﾍ(^o^)ﾍ,excited hype thrilled pumped yay
✏️(◔◡◔),writing note study pen taking notes
ฅ^•ﻌ•^ฅ,
わんっ (∪｡∪),cute kawaii adorable sweet lovely dog puppy doggo woof animal creature
(๑•ㅅ•๑),cute kawaii adorable sweet lovely bunny rabbit hare animal creature
(っ・∀・)っ,love heart in love affection romantic hug hugging embrace cuddle
_| ̄|○,sad unhappy down gloomy depressed apology sorry apologize my bad
|ω_),shy blush bashful timid
φ(・ω・ ),writing note study pen taking notes
(✯◡✯),happy smile glad cheerful joy
U＾ェ＾U,cute kawaii adorable sweet lovely dog puppy doggo woof animal creature
(\(\ (✿◠‿◠),happy smile glad cheerful joy bunny rabbit hare animal creature
＼(^o^)／,love heart in love affection romantic hug hugging embrace cuddle
(-_-;),sad unhappy down gloomy depressed apology sorry apologize my bad
|Д´),shy blush bashful timid
〆(･∀･),writing note study pen taking notes
(＾●ᴥ●＾),cute kawaii adorable sweet lovely dog puppy doggo woof animal creature
